region,prod,wrt,value
SI000000,POTA,BARL,-0.00134947858056361
SI000000,POTA,OATS,-0.000296981449887194
SI000000,POTA,MAIZ,-0.00131734470840775
SI000000,POTA,OCER,-0.001312843843351
SI000000,POTA,RAPE,-0.00129544878451509
SI000000,POTA,SOYA,-0.00101759521765809
SI000000,POTA,PULS,-0.00012701164724482
SI000000,POTA,POTA,0.976979428226708
SI000000,POTA,TOMA,-0.00142385920175777
SI000000,POTA,OVEG,-0.00130781914878595
SI000000,POTA,APPL,-0.00140552510989021
SI000000,POTA,OFRU,-0.00130051632095072
SI000000,POTA,TAGR,-0.000149738580080867
SI000000,POTA,TWIN,-0.00130012348949499
SI000000,POTA,WHEA,-0.00135622785584368
SI000000,POTA,BEEF,-0.00152966837159907
SI000000,POTA,PORK,-0.00200515386773932
SI000000,POTA,SGMT,-0.004189055136106
SI000000,POTA,EGGS,-0.00216532338730155
SI000000,POTA,POUM,-0.00172928467648263
SI000000,POTA,OLIO,-0.00037182870075071
SI000000,POTA,OTHO,-0.00142352732356503
SI000000,POTA,MILK,-0.00156646455302809
SI000000,POTA,INPE,-0.946414597696228
SI000000,TOMA,RYEM,-0.000183810114671835
SI000000,TOMA,BARL,-0.00189144418080431
SI000000,TOMA,OATS,-8.33355387269351e-05
SI000000,TOMA,MAIZ,-0.00205228271517932
SI000000,TOMA,OCER,-0.000743918607146713
SI000000,TOMA,RAPE,-0.000717491905274712
SI000000,TOMA,SOYA,-0.00037171338977238
SI000000,TOMA,PULS,-3.6156142960991e-05
SI000000,TOMA,POTA,-0.000430283963988718
SI000000,TOMA,TOMA,0.968054400219294
SI000000,TOMA,OVEG,-0.00219389939814607
SI000000,TOMA,APPL,-0.0018982288163658
SI000000,TOMA,OFRU,-0.00218165898101112
SI000000,TOMA,TAGR,-4.23777963874968e-05
SI000000,TOMA,TWIN,-0.00218090650617556
SI000000,TOMA,WHEA,-0.00182479865765726
SI000000,TOMA,BEEF,-0.00294322016671271
SI000000,TOMA,PORK,-0.00431238126647566
SI000000,TOMA,SGMT,-0.00486228317841264
SI000000,TOMA,EGGS,-0.00468519411585375
SI000000,TOMA,POUM,-0.00355700898794593
SI000000,TOMA,OLIO,-0.000103857441809737
SI000000,TOMA,OTHO,-0.00140274270865246
SI000000,TOMA,MILK,-0.00305949017624662
SI000000,TOMA,INPE,-0.926295915462915
SI000000,OVEG,RYEM,-2.21116763104769e-05
SI000000,OVEG,BARL,-0.000654131452639191
SI000000,OVEG,OATS,-1.0313184000125e-05
SI000000,OVEG,MAIZ,-0.00138944585432875
SI000000,OVEG,OCER,-9.42536038260405e-05
SI000000,OVEG,RAPE,-9.01704892076859e-05
SI000000,OVEG,SOYA,-4.41131532382866e-05
SI000000,OVEG,PULS,-4.56229286731835e-06
SI000000,OVEG,POTA,-5.12876981147481e-05
SI000000,OVEG,TOMA,-0.000284704354726896
SI000000,OVEG,OVEG,0.884693419216297
SI000000,OVEG,APPL,-0.000546632225807703
SI000000,OVEG,OFRU,-0.00668499559221184
SI000000,OVEG,TAGR,-5.32640754144553e-06
SI000000,OVEG,TWIN,-0.00675357109959049
SI000000,OVEG,WHEA,-0.000547276321317928
SI000000,OVEG,BEEF,-0.0121905046388392
SI000000,OVEG,PORK,-0.00641798435821685
SI000000,OVEG,SGMT,-0.000897500647364664
SI000000,OVEG,EGGS,-0.00507869678466846
SI000000,OVEG,POUM,-0.00983717824885476
SI000000,OVEG,OLIO,-1.26805241078676e-05
SI000000,OVEG,OTHO,-0.000241122739234369
SI000000,OVEG,MILK,-0.0119102434719343
SI000000,OVEG,INPE,-0.820924612397347
SI000000,APPL,RYEM,-0.000119184687275651
SI000000,APPL,BARL,-0.00191615666290479
SI000000,APPL,OATS,-5.44121328543069e-05
SI000000,APPL,MAIZ,-0.00235654288049774
SI000000,APPL,OCER,-0.000509510119004582
SI000000,APPL,RAPE,-0.000489393852266384
SI000000,APPL,SOYA,-0.000242307662577064
SI000000,APPL,PULS,-2.37572118521738e-05
SI000000,APPL,POTA,-0.000281948812984244
SI000000,APPL,TOMA,-0.00126006256423656
SI000000,APPL,OVEG,-0.00279615587083404
SI000000,APPL,APPL,0.961498596114054
SI000000,APPL,OFRU,-0.00279748211495396
SI000000,APPL,TAGR,-2.78074326822662e-05
SI000000,APPL,TWIN,-0.00279726785552446
SI000000,APPL,WHEA,-0.00178049416095147
SI000000,APPL,BEEF,-0.00394863578409679
SI000000,APPL,PORK,-0.0056626629724122
SI000000,APPL,SGMT,-0.00390769759083174
SI000000,APPL,EGGS,-0.00598983125413543
SI000000,APPL,POUM,-0.00478852810401735
SI000000,APPL,OLIO,-6.75267219945499e-05
SI000000,APPL,OTHO,-0.00112126330892306
SI000000,APPL,MILK,-0.00411370800312832
SI000000,APPL,INPE,-0.914446258353115
SI000000,OFRU,RYEM,-1.72097995174292e-05
SI000000,OFRU,BARL,-0.000512730355694742
SI000000,OFRU,OATS,-8.03868466095021e-06
SI000000,OFRU,MAIZ,-0.00111806508763261
SI000000,OFRU,OCER,-7.30800262685571e-05
SI000000,OFRU,RAPE,-6.99082810680637e-05
SI000000,OFRU,SOYA,-3.42660056438906e-05
SI000000,OFRU,PULS,-3.55889537031017e-06
SI000000,OFRU,POTA,-3.98233988174296e-05
SI000000,OFRU,TOMA,-0.000221065651189642
SI000000,OFRU,OVEG,-0.00521985123568846
SI000000,OFRU,APPL,-0.00042702979030618
SI000000,OFRU,OFRU,0.857887030476948
SI000000,OFRU,TAGR,-4.15434770936643e-06
SI000000,OFRU,TWIN,-0.00685239150085681
SI000000,OFRU,WHEA,-0.000427563231316161
SI000000,OFRU,BEEF,-0.0131789663361286
SI000000,OFRU,PORK,-0.00544654042459075
SI000000,OFRU,SGMT,-0.000701777676522911
SI000000,OFRU,EGGS,-0.00419080318078431
SI000000,OFRU,POUM,-0.00923967618128937
SI000000,OFRU,OLIO,-9.87827813576739e-06
SI000000,OFRU,OTHO,-0.000187093374650569
SI000000,OFRU,MILK,-0.0125044062436798
SI000000,OFRU,INPE,-0.797399152489426
SI000000,TAGR,RYEM,-0.00116208876981542
SI000000,TAGR,BARL,-0.000994179128945135
SI000000,TAGR,OATS,-0.00116607357670439
SI000000,TAGR,MAIZ,-0.000986726712461819
SI000000,TAGR,OCER,-0.00104777421824939
SI000000,TAGR,RAPE,-0.00104710878308483
SI000000,TAGR,SOYA,-0.00109529122341202
SI000000,TAGR,PULS,-0.000877591618443634
SI000000,TAGR,POTA,-0.00108463737783555
SI000000,TAGR,TOMA,-0.00101578340029419
SI000000,TAGR,OVEG,-0.000983829256380377
SI000000,TAGR,APPL,-0.0010041072176024
SI000000,TAGR,OFRU,-0.000982723141158642
SI000000,TAGR,TAGR,0.979936219799187
SI000000,TAGR,TWIN,-0.000982664287798773
SI000000,TAGR,WHEA,-0.000996339692533442
SI000000,TAGR,BEEF,-0.00101431417480108
SI000000,TAGR,PORK,-0.00108123511606165
SI000000,TAGR,SGMT,-0.00147768710787879
SI000000,TAGR,EGGS,-0.00110433315197609
SI000000,TAGR,POUM,-0.00104217289463171
SI000000,TAGR,OLIO,-0.0011606973400023
SI000000,TAGR,OTHO,-0.00101958100237649
SI000000,TAGR,MILK,-0.00101943053481634
SI000000,TAGR,INPE,-0.955589850071922
SI000000,TWIN,RYEM,-1.69514322944744e-05
SI000000,TWIN,BARL,-0.000505152558319045
SI000000,TWIN,OATS,-7.91862561076783e-06
SI000000,TWIN,MAIZ,-0.00110290926763168
SI000000,TWIN,OCER,-7.19675512431568e-05
SI000000,TWIN,RAPE,-6.88438123123783e-05
SI000000,TWIN,SOYA,-3.37479420471892e-05
SI000000,TWIN,PULS,-3.50588916584615e-06
SI000000,TWIN,POTA,-3.92204570238096e-05
SI000000,TWIN,TOMA,-0.000217709298625254
SI000000,TWIN,OVEG,-0.00519512505195808
SI000000,TWIN,APPL,-0.000420659245145684
SI000000,TWIN,OFRU,-0.00675068271856768
SI000000,TWIN,TAGR,-4.09244039019128e-06
SI000000,TWIN,TWIN,0.856045009878277
SI000000,TWIN,WHEA,-0.000421181663513886
SI000000,TWIN,BEEF,-0.0132192657892271
SI000000,TWIN,PORK,-0.00538712351161957
SI000000,TWIN,SGMT,-0.000691396292488707
SI000000,TWIN,EGGS,-0.00413930995768985
SI000000,TWIN,POUM,-0.00918859735218143
SI000000,TWIN,OLIO,-9.73044795263168e-06
SI000000,TWIN,OTHO,-0.000184247494166057
SI000000,TWIN,MILK,-0.0125188116157847
SI000000,TWIN,INPE,-0.795846859463317
SI000000,WHEA,RYEM,-0.000110506434287469
SI000000,WHEA,BARL,-0.00176427632769905
SI000000,WHEA,OATS,-5.09316947151451e-05
SI000000,WHEA,MAIZ,-0.00219869481053147
SI000000,WHEA,OCER,-0.000462178623651873
SI000000,WHEA,RAPE,-0.000443719208992417
SI000000,WHEA,SOYA,-0.000221997284586111
SI000000,WHEA,PULS,-2.23549005666061e-05
SI000000,WHEA,POTA,-0.000257739894709317
SI000000,WHEA,TOMA,-0.00114756111737987
SI000000,WHEA,OVEG,-0.00265210142625519
SI000000,WHEA,APPL,-0.00168677780774498
SI000000,WHEA,OFRU,-0.00265354722315925
SI000000,WHEA,TAGR,-2.61399987645685e-05
SI000000,WHEA,TWIN,-0.00265332468144858
SI000000,WHEA,WHEA,0.388969576771947
SI000000,WHEA,BEEF,-0.00386680644995973
SI000000,WHEA,PORK,-0.00563721477706642
SI000000,WHEA,SGMT,-0.00372313064763127
SI000000,WHEA,EGGS,-0.00595668507461238
SI000000,WHEA,POUM,-0.00474457511252298
SI000000,WHEA,OLIO,-6.29704023922925e-05
SI000000,WHEA,OTHO,-0.00101916842040567
SI000000,WHEA,MILK,-0.00404011001399436
SI000000,WHEA,INPE,-0.34356706443887
SI000000,BEEF,RYEM,-1.45133133677981e-05
SI000000,BEEF,BARL,-0.000582462652924662
SI000000,BEEF,OATS,-6.50253536545721e-06
SI000000,BEEF,MAIZ,-0.00134609749819465
SI000000,BEEF,OCER,-6.99867808370352e-05
SI000000,BEEF,RAPE,-6.69807780581721e-05
SI000000,BEEF,SOYA,-3.06330333790086e-05
SI000000,BEEF,PULS,-2.81603064620126e-06
SI000000,BEEF,POTA,-3.60566214378696e-05
SI000000,BEEF,TOMA,-0.000229573829706909
SI000000,BEEF,OVEG,-0.00732729896187148
SI000000,BEEF,APPL,-0.000463984164230185
SI000000,BEEF,OFRU,-0.0101448720860327
SI000000,BEEF,TAGR,-3.3007252979798e-06
SI000000,BEEF,TWIN,-0.010329208230577
SI000000,BEEF,WHEA,-0.000479613270275116
SI000000,BEEF,BEEF,0.611294182917217
SI000000,BEEF,PORK,-0.00536607638110726
SI000000,BEEF,SGMT,-0.00057208551182517
SI000000,BEEF,EGGS,-0.00395505171791403
SI000000,BEEF,POUM,-0.0104675090921529
SI000000,BEEF,OLIO,-8.11855858297448e-06
SI000000,BEEF,OTHO,-0.000191958465480066
SI000000,BEEF,MILK,-0.0166972694530271
SI000000,BEEF,INPE,-0.542902213224925
SI000000,PORK,RYEM,-5.35739917956943e-05
SI000000,PORK,BARL,-0.002598748432156
SI000000,PORK,OATS,-2.23556155435827e-05
SI000000,PORK,MAIZ,-0.00512002009644334
SI000000,PORK,OCER,-0.000305053906460539
SI000000,PORK,RAPE,-0.000292272436710071
SI000000,PORK,SOYA,-0.000123187118384725
SI000000,PORK,PULS,-9.28849580500626e-06
SI000000,PORK,POTA,-0.000147416509396642
SI000000,PORK,TOMA,-0.00104912552947134
SI000000,PORK,OVEG,-0.0120318264208679
SI000000,PORK,APPL,-0.00207533147005612
SI000000,PORK,OFRU,-0.0130766540455742
SI000000,PORK,TAGR,-1.09740694744203e-05
SI000000,PORK,TWIN,-0.0131288687533792
SI000000,PORK,WHEA,-0.0021807908401411
SI000000,PORK,BEEF,-0.0167366111550527
SI000000,PORK,PORK,0.736520901181937
SI000000,PORK,SGMT,-0.00193409645027136
SI000000,PORK,EGGS,-0.0106043300973166
SI000000,PORK,POUM,-0.0157720530898035
SI000000,PORK,OLIO,-2.87114459982094e-05
SI000000,PORK,OTHO,-0.000875425105892253
SI000000,PORK,MILK,-0.0167134987652855
SI000000,PORK,INPE,-0.621630687340658
SI000000,SGMT,RYEM,-0.000567259386451571
SI000000,SGMT,BARL,-0.00845129819723458
SI000000,SGMT,OATS,-0.000196198133577807
SI000000,SGMT,MAIZ,-0.00912900278782454
SI000000,SGMT,OCER,-0.00335655199118531
SI000000,SGMT,RAPE,-0.00325827898395408
SI000000,SGMT,SOYA,-0.00146106951658314
SI000000,SGMT,PULS,-6.99456072334612e-05
SI000000,SGMT,POTA,-0.00175298633229238
SI000000,SGMT,TOMA,-0.00673309259825951
SI000000,SGMT,OVEG,-0.00957704897417191
SI000000,SGMT,APPL,-0.00815176664224987
SI000000,SGMT,OFRU,-0.00959046106064713
SI000000,SGMT,TAGR,-8.53677984741221e-05
SI000000,SGMT,TWIN,-0.00959094619381055
SI000000,SGMT,WHEA,-0.00819826105066601
SI000000,SGMT,BEEF,-0.0101563032469689
SI000000,SGMT,PORK,-0.011008855265791
SI000000,SGMT,SGMT,0.807656139933466
SI000000,SGMT,EGGS,-0.0112037967897357
SI000000,SGMT,POUM,-0.0105589532852204
SI000000,SGMT,OLIO,-0.00027490377201279
SI000000,SGMT,OTHO,-0.00626909446993934
SI000000,SGMT,MILK,-0.0102346595990462
SI000000,SGMT,INPE,-0.667780038250136
SI000000,EGGS,RYEM,-7.0886951459942e-05
SI000000,EGGS,BARL,-0.00340608598952998
SI000000,EGGS,OATS,-2.89850459043213e-05
SI000000,EGGS,MAIZ,-0.00619922958150515
SI000000,EGGS,OCER,-0.00041881264566812
SI000000,EGGS,RAPE,-0.000401445155781916
SI000000,EGGS,SOYA,-0.000166522980426027
SI000000,EGGS,PULS,-1.18890162471574e-05
SI000000,EGGS,POTA,-0.000200004340987596
SI000000,EGGS,TOMA,-0.00143204323413098
SI000000,EGGS,OVEG,-0.0119619897056412
SI000000,EGGS,APPL,-0.00275803377992073
SI000000,EGGS,OFRU,-0.0126412902710501
SI000000,EGGS,TAGR,-1.40820508749702e-05
SI000000,EGGS,TWIN,-0.0126740833302965
SI000000,EGGS,WHEA,-0.00289515825804058
SI000000,EGGS,BEEF,-0.0154981935012467
SI000000,EGGS,PORK,-0.0133229830151004
SI000000,EGGS,SGMT,-0.00247297328587689
SI000000,EGGS,EGGS,0.752084620388182
SI000000,EGGS,POUM,-0.0153457260779455
SI000000,EGGS,OLIO,-3.75382969503412e-05
SI000000,EGGS,OTHO,-0.00119902940555669
SI000000,EGGS,MILK,-0.0155813035934464
SI000000,EGGS,INPE,-0.633346330874593
SI000000,POUM,RYEM,-2.8600858007612e-05
SI000000,POUM,BARL,-0.00130369328146122
SI000000,POUM,OATS,-1.2409841554419e-05
SI000000,POUM,MAIZ,-0.00288384596429429
SI000000,POUM,OCER,-0.000149715931508223
SI000000,POUM,RAPE,-0.000143347632404071
SI000000,POUM,SOYA,-6.2873192348529e-05
SI000000,POUM,PULS,-5.27813405904473e-06
SI000000,POUM,POTA,-7.46135538367965e-05
SI000000,POUM,TOMA,-0.000507864762169692
SI000000,POUM,OVEG,-0.0108232143089793
SI000000,POUM,APPL,-0.00102996297169694
SI000000,POUM,OFRU,-0.0130192350365948
SI000000,POUM,TAGR,-6.20783478757786e-06
SI000000,POUM,TWIN,-0.0131423312259451
SI000000,POUM,WHEA,-0.00107720800633078
SI000000,POUM,BEEF,-0.0191604999298504
SI000000,POUM,PORK,-0.0092563771972914
SI000000,POUM,SGMT,-0.00108870357194967
SI000000,POUM,EGGS,-0.00716839650272852
SI000000,POUM,POUM,0.689210862373976
SI000000,POUM,OLIO,-1.56898456310117e-05
SI000000,POUM,OTHO,-0.000423200403862023
SI000000,POUM,MILK,-0.0185101834556944
SI000000,POUM,INPE,-0.58931740893099
SI000000,OLIO,RYEM,-0.00117814612490231
SI000000,OLIO,BARL,-0.00106863807053644
SI000000,OLIO,OATS,-0.000875520671578388
SI000000,OLIO,MAIZ,-0.00105303730197731
SI000000,OLIO,OCER,-0.00116412240387397
SI000000,OLIO,RAPE,-0.00116160384070938
SI000000,OLIO,SOYA,-0.00120943524681871
SI000000,OLIO,PULS,-0.0004463511960532
SI000000,OLIO,POTA,-0.00120411719141745
SI000000,OLIO,TOMA,-0.00111294923204084
SI000000,OLIO,OVEG,-0.00104712260769365
SI000000,OLIO,APPL,-0.00109010882117942
SI000000,OLIO,OFRU,-0.0010446831301516
SI000000,OLIO,TAGR,-0.000518912318919191
SI000000,OLIO,TWIN,-0.00104455337489693
SI000000,OLIO,WHEA,-0.00107303362107618
SI000000,OLIO,BEEF,-0.00111536505460873
SI000000,OLIO,PORK,-0.0012646853684577
SI000000,OLIO,SGMT,-0.00212737520599643
SI000000,OLIO,EGGS,-0.00131608445097854
SI000000,OLIO,POUM,-0.00117758776776919
SI000000,OLIO,OLIO,0.979374782316018
SI000000,OLIO,OTHO,-0.00112001847254689
SI000000,OLIO,MILK,-0.00112679777044288
SI000000,OLIO,INPE,-0.953834533071393
SI000000,OTHO,RYEM,-0.000205878812122428
SI000000,OTHO,BARL,-0.0018547840822146
SI000000,OTHO,OATS,-9.32151161505977e-05
SI000000,OTHO,MAIZ,-0.00196679626372868
SI000000,OTHO,OCER,-0.000812599228978991
SI000000,OTHO,RAPE,-0.00078490372646092
SI000000,OTHO,SOYA,-0.000414578501825005
SI000000,OTHO,PULS,-4.03678465222225e-05
SI000000,OTHO,POTA,-0.000478707610925969
SI000000,OTHO,TOMA,-0.00156096954561956
SI000000,OTHO,OVEG,-0.0020676507242796
SI000000,OTHO,APPL,-0.00187966508315301
SI000000,OTHO,OFRU,-0.00205466213291594
SI000000,OTHO,TAGR,-4.73342394573737e-05
SI000000,OTHO,TWIN,-0.00205389420507432
SI000000,OTHO,WHEA,-0.00180343916335419
SI000000,OTHO,BEEF,-0.00273857129160508
SI000000,OTHO,PORK,-0.0040042861312008
SI000000,OTHO,SGMT,-0.00503786917856102
SI000000,OTHO,EGGS,-0.00436533626805748
SI000000,OTHO,POUM,-0.00329836995293229
SI000000,OTHO,OLIO,-0.00011630646673904
SI000000,OTHO,OTHO,0.969377949745388
SI000000,OTHO,MILK,-0.00284402273356277
SI000000,OTHO,INPE,-0.928853741439947
SI000000,MILK,RYEM,-1.68350812287901e-05
SI000000,MILK,BARL,-0.000696085370329349
SI000000,MILK,OATS,-7.49625238182743e-06
SI000000,MILK,MAIZ,-0.00160130639546517
SI000000,MILK,OCER,-8.25556989235278e-05
SI000000,MILK,RAPE,-7.90157625761586e-05
SI000000,MILK,SOYA,-3.58229458392527e-05
SI000000,MILK,PULS,-3.23533602346098e-06
SI000000,MILK,POTA,-4.22361387713514e-05
SI000000,MILK,TOMA,-0.000272976074830964
SI000000,MILK,OVEG,-0.00818877164053522
SI000000,MILK,APPL,-0.000552923993576681
SI000000,MILK,OFRU,-0.0110104278298829
SI000000,MILK,TAGR,-3.79463858116756e-06
SI000000,MILK,TWIN,-0.0111891912032983
SI000000,MILK,WHEA,-0.000573202190025656
SI000000,MILK,BEEF,-0.0190994714427138
SI000000,MILK,PORK,-0.00612960643660508
SI000000,MILK,SGMT,-0.000659438935275911
SI000000,MILK,EGGS,-0.00454831747135339
SI000000,MILK,POUM,-0.0115670636834479
SI000000,MILK,OLIO,-9.38174808875656e-06
SI000000,MILK,OTHO,-0.000228030098613641
SI000000,MILK,MILK,0.631261376307843
SI000000,MILK,INPE,-0.554664189939474
SI000000,FFIS,FFIS,0.976040892162523
SI000000,FFIS,INPE,-0.976040892162523
SI000000,SFIS,SFIS,0.976409560061157
SI000000,SFIS,INPE,-0.976409560061157
SI000000,OAQU,OAQU,0.977339882037915
SI000000,OAQU,INPE,-0.977339882037915
SI000000,INPE,RYEM,0.00227517705819179
SI000000,INPE,BARL,0.0257535114156804
SI000000,INPE,OATS,0.0011386856222477
SI000000,INPE,MAIZ,0.0400672769162107
SI000000,INPE,OCER,0.00735813068803845
SI000000,INPE,RAPE,0.00718586839566827
SI000000,INPE,SOYA,0.00413244523978538
SI000000,INPE,PULS,0.00145988328702961
SI000000,INPE,POTA,0.0121399795538516
SI000000,INPE,TOMA,0.0393186102869408
SI000000,INPE,OVEG,0.268518545404906
SI000000,INPE,APPL,0.0584740332605429
SI000000,INPE,OFRU,0.334033311015028
SI000000,INPE,TAGR,0.00169222145530641
SI000000,INPE,TWIN,0.338405947015252
SI000000,INPE,WHEA,0.0231899099683114
SI000000,INPE,BEEF,0.295440747813698
SI000000,INPE,PORK,0.108460237576658
SI000000,INPE,SGMT,0.0204695127146071
SI000000,INPE,EGGS,0.0879551206487902
SI000000,INPE,POUM,0.175200186012486
SI000000,INPE,OLIO,0.00377818934495225
SI000000,INPE,OTHO,0.0354306675489503
SI000000,INPE,MILK,0.263877898463316
SI000000,INPE,FFIS,0.00532637109949129
SI000000,INPE,SFIS,0.0042316533050032
SI000000,INPE,OAQU,0.00138565525145942
SI000000,INPE,INPE,-2.1666997763624
RO000000,RYEM,RYEM,0.393123791026677
RO000000,RYEM,BARL,-0.00103666267254731
RO000000,RYEM,OATS,-0.00106449739914926
RO000000,RYEM,MAIZ,-0.00103296295036322
RO000000,RYEM,OCER,-0.0001
RO000000,RYEM,RAPE,-0.00103325908668881
RO000000,RYEM,SUNF,-0.00103311453069414
RO000000,RYEM,SOYA,-0.001043008869141
RO000000,RYEM,PULS,-0.00106176536680825
RO000000,RYEM,POTA,-0.00103948316580887
RO000000,RYEM,TEXT,-3.29840645641265e-05
RO000000,RYEM,TOMA,-0.00104287174256952
RO000000,RYEM,OVEG,-0.00103456484383717
RO000000,RYEM,APPL,-0.001050369364032
RO000000,RYEM,OFRU,-0.00103671648339901
RO000000,RYEM,TAGR,-0.00108747839487456
RO000000,RYEM,TWIN,-0.00105550099578685
RO000000,RYEM,WHEA,-0.00103296378939508
RO000000,RYEM,BEEF,-0.0011310179563578
RO000000,RYEM,PORK,-0.00107152973807532
RO000000,RYEM,SGMT,-0.0011606017505784
RO000000,RYEM,EGGS,-0.00108944045829971
RO000000,RYEM,POUM,-0.00112737829198092
RO000000,RYEM,SUGA,-0.00110559378598763
RO000000,RYEM,OTHO,-0.00109247634905114
RO000000,RYEM,MILK,-0.00109143648911474
RO000000,RYEM,INPE,-0.368436112487572
RO000000,BARL,RYEM,-1.25961176925169e-05
RO000000,BARL,BARL,0.389694520255605
RO000000,BARL,OATS,-0.000365592751633595
RO000000,BARL,MAIZ,-0.00259425963610054
RO000000,BARL,OCER,-0.0001
RO000000,BARL,RAPE,-0.00233231892055304
RO000000,BARL,SUNF,-0.00241918346928578
RO000000,BARL,SOYA,-0.000927432158753249
RO000000,BARL,PULS,-0.000533792985289385
RO000000,BARL,POTA,-0.00206488099940465
RO000000,BARL,TEXT,-3.87117175650121e-07
RO000000,BARL,TOMA,-0.00161063673339891
RO000000,BARL,OVEG,-0.00267488594289096
RO000000,BARL,APPL,-0.000964337875123377
RO000000,BARL,OFRU,-0.00246143560617695
RO000000,BARL,TAGR,-0.000233078876512034
RO000000,BARL,TWIN,-0.000720024532258335
RO000000,BARL,WHEA,-0.00259300878530837
RO000000,BARL,BEEF,-0.00599714347906366
RO000000,BARL,PORK,-0.00541991424338489
RO000000,BARL,SGMT,-0.00539986203375295
RO000000,BARL,EGGS,-0.00604924350053072
RO000000,BARL,POUM,-0.00605440058926718
RO000000,BARL,SUGA,-0.00015874677446831
RO000000,BARL,OTHO,-0.000207390845994618
RO000000,BARL,MILK,-0.00608947420982243
RO000000,BARL,INPE,-0.331710492071763
RO000000,OATS,RYEM,-4.85300960741848e-05
RO000000,OATS,BARL,-0.00137171811588077
RO000000,OATS,OATS,0.392825819850517
RO000000,OATS,MAIZ,-0.00137944950753345
RO000000,OATS,OCER,-0.0001
RO000000,OATS,RAPE,-0.00137377563203806
RO000000,OATS,SUNF,-0.00137505347940631
RO000000,OATS,SOYA,-0.00134047556419046
RO000000,OATS,PULS,-0.00126064625893462
RO000000,OATS,POTA,-0.00146827084048125
RO000000,OATS,TEXT,-1.45406220706889e-06
RO000000,OATS,TOMA,-0.00147858379276825
RO000000,OATS,OVEG,-0.00141275567320654
RO000000,OATS,APPL,-0.00143477481014359
RO000000,OATS,OFRU,-0.00144334446334421
RO000000,OATS,TAGR,-0.000826411513556171
RO000000,OATS,TWIN,-0.00136651023328888
RO000000,OATS,WHEA,-0.00137941517564595
RO000000,OATS,BEEF,-0.00334730453365325
RO000000,OATS,PORK,-0.00221664486451683
RO000000,OATS,SGMT,-0.00379717346491096
RO000000,OATS,EGGS,-0.00258362957179396
RO000000,OATS,POUM,-0.00328627951146081
RO000000,OATS,SUGA,-0.000615372613076708
RO000000,OATS,OTHO,-0.000760061261222487
RO000000,OATS,MILK,-0.00262334504610358
RO000000,OATS,INPE,-0.354534839765078
RO000000,MAIZ,RYEM,-2.93105936997512e-06
RO000000,MAIZ,BARL,-0.000605834582526076
RO000000,MAIZ,OATS,-8.58576767572834e-05
RO000000,MAIZ,MAIZ,0.365021736776782
RO000000,MAIZ,OCER,-3.19670352769471e-05
RO000000,MAIZ,RAPE,-0.00239266484878234
RO000000,MAIZ,SUNF,-0.0029753387676692
RO000000,MAIZ,SOYA,-0.000261179557301469
RO000000,MAIZ,PULS,-0.000129632407165292
RO000000,MAIZ,POTA,-0.00107674036149535
RO000000,MAIZ,TEXT,-9.03904457318075e-08
RO000000,MAIZ,TOMA,-0.000598186878753493
RO000000,MAIZ,OVEG,-0.00470411195296491
RO000000,MAIZ,APPL,-0.000265835765832575
RO000000,MAIZ,OFRU,-0.00218064134990587
RO000000,MAIZ,TAGR,-5.37257914204264e-05
RO000000,MAIZ,TWIN,-0.000183537624655475
RO000000,MAIZ,WHEA,-0.00515358826690054
RO000000,MAIZ,BEEF,-0.00285755434108031
RO000000,MAIZ,PORK,-0.00900786598784486
RO000000,MAIZ,SGMT,-0.00200154564264721
RO000000,MAIZ,EGGS,-0.00599202761902809
RO000000,MAIZ,POUM,-0.00300961850859975
RO000000,MAIZ,SUGA,-3.64121676903872e-05
RO000000,MAIZ,OTHO,-4.76978399351417e-05
RO000000,MAIZ,MILK,-0.0057368683016232
RO000000,MAIZ,INPE,-0.31563028205111
RO000000,OCER,RYEM,-1.03708529722542e-05
RO000000,OCER,BARL,-0.000853522999804876
RO000000,OCER,OATS,-0.000227482467766977
RO000000,OCER,MAIZ,-0.00116836077215121
RO000000,OCER,OCER,0.393061404990075
RO000000,OCER,RAPE,-0.00116933500848163
RO000000,OCER,SUNF,-0.00116862216096911
RO000000,OCER,SOYA,-0.00122199384423342
RO000000,OCER,PULS,-0.00130315856839289
RO000000,OCER,POTA,-0.001223018299923
RO000000,OCER,TEXT,-3.31470974376662e-06
RO000000,OCER,TOMA,-0.00124575973567104
RO000000,OCER,OVEG,-0.00118353560767177
RO000000,OCER,APPL,-0.00128274995768151
RO000000,OCER,OFRU,-0.00120177029362336
RO000000,OCER,TAGR,-0.00121422889757554
RO000000,OCER,TWIN,-0.00129725742283307
RO000000,OCER,WHEA,-0.00116836022073218
RO000000,OCER,BEEF,-0.00209284557885444
RO000000,OCER,PORK,-0.00153926546213005
RO000000,OCER,SGMT,-0.00235524168611242
RO000000,OCER,EGGS,-0.00170887764478322
RO000000,OCER,POUM,-0.00205989741767451
RO000000,OCER,SUGA,-0.00108523627277199
RO000000,OCER,OTHO,-0.00118188980633049
RO000000,OCER,MILK,-0.00172765976197995
RO000000,OCER,INPE,-0.36236764953921
RO000000,RAPE,RYEM,-5.38736490198409e-06
RO000000,RAPE,BARL,-0.00100081970139163
RO000000,RAPE,OATS,-0.000157114555672003
RO000000,RAPE,MAIZ,-0.00439652106258817
RO000000,RAPE,OCER,-5.8788399144044e-05
